0.56;1794738.62;329013
0.85;1175861.62;329120
0.46;2176597.75;329228
0.46;1328570.50;329336
0.65;1526864.37;329444
0.56;1794738.62;329552
0.75;1175861.62;329660
0.46;2176597.75;329767
0.75;1175861.62;329876
0.56;1794738.62;329984
0.56;2176597.75;330092
0.75;1328570.50;330200
0.26;2176597.75;330307
0.75;1526864.37;330416
0.56;2176597.75;330523
0.46;1526864.37;330631
0.75;1328570.50;330739
0.46;2176597.75;330847
0.75;1328570.50;330955
0.56;2764867.50;331063
0.56;1526864.37;331170
0.75;1526864.37;331279
0.46;2176597.75;331386
0.75;1054638.87;331495
0.26;2176597.75;331602
0.46;1328570.50;331710
0.75;1526864.37;331819
0.46;2176597.75;331926
0.85;1328570.50;332035
0.56;2176597.75;332142
0.46;1328570.50;332250
0.65;1526864.37;332358
0.46;1794738.62;332466
0.75;956074.62;332574
0.46;2176597.75;332682
0.65;1328570.50;332789
0.85;1794738.62;332898
0.46;956074.62;333005
0.75;1054638.87;333113
0.46;2176597.75;333221
0.65;1328570.50;333329
0.65;1526864.37;333437
0.36;1526864.37;333545
0.75;1175861.62;333652
0.36;2176597.75;333761
0.75;1328570.50;333869
0.46;2176597.75;333977
0.56;1794738.62;334085
0.75;1526864.37;334192
0.46;3788892.50;334301
0.75;1526864.37;334408
0.56;2176597.75;334517
0.56;1794738.62;334624
0.75;1526864.37;334732
0.46;1794738.62;334840
0.85;1328570.50;334948
0.56;2176597.75;335056
0.65;1328570.50;335164
0.85;1526864.37;335271
0.46;1328570.50;335380
0.75;1175861.62;335488
0.56;2764867.50;335596
0.65;1054638.87;335704
0.75;1794738.62;335811
0.46;2176597.75;335920
0.75;1526864.37;336027
0.46;2176597.75;336136
0.65;1526864.37;336243
0.65;1794738.62;336351
0.46;1794738.62;336459
0.95;1328570.50;336567
0.46;3788892.50;336675
0.65;1526864.37;336783
0.46;2176597.75;336890
0.46;2176597.75;336999
0.75;1526864.37;337106
0.36;2176597.75;337214
0.95;1328570.50;337323
0.56;2176597.75;337430
0.46;1526864.37;337539
0.75;1526864.37;337646
0.36;1175861.62;337754
0.85;1328570.50;337862
0.56;2176597.75;337970
0.56;1328570.50;338078
0.75;1794738.62;338186
0.46;2176597.75;338293
0.75;1526864.37;338402
0.36;1794738.62;338509
0.56;1526864.37;338618
0.65;1526864.37;338725
0.36;2176597.75;338833
0.65;1526864.37;338941
0.46;2176597.75;339049
0.65;1328570.50;339158
0.65;1794738.62;339265
0.56;2176597.75;339373
0.75;1175861.62;339481
0.46;2764867.50;339589
0.75;1328570.50;339697
0.65;1794738.62;339805
0.46;1794738.62;339912
0.65;1328570.50;340021
0.36;2176597.75;340128
0.65;1526864.37;340237
0.56;2176597.75;340344
0.46;956074.62;340452
0.65;1526864.37;340560
0.36;2764867.50;340668
0.75;1526864.37;340775
0.46;2176597.75;340884
0.46;1794738.62;340992
0.75;1526864.37;341100
0.36;1526864.37;341208
0.75;1526864.37;341315
0.56;2176597.75;341424
0.56;1794738.62;341531
0.75;1526864.37;341640
0.36;2764867.50;341747
0.65;1328570.50;341855
0.65;2764867.50;341963
0.56;1794738.62;342071
0.65;1794738.62;342179
0.46;2176597.75;342287
0.75;1328570.50;342394
0.36;2764867.50;342503
0.56;1526864.37;342610
0.65;1794738.62;342719
0.36;2764867.50;342827
0.75;1328570.50;342934
0.46;2764867.50;343043
0.65;1526864.37;343150
0.56;1794738.62;343259
0.46;2176597.75;343366
0.65;1054638.87;343474
0.36;3788892.50;343582
0.46;1328570.50;343690
0.56;1794738.62;343798
0.46;1794738.62;343906
0.75;1328570.50;344013
0.36;1054638.87;344122
-0.22;-1.00;344229
-0.13;-1.00;344337
-0.32;-1.00;344444
-0.32;-1.00;344552
-0.32;-1.00;344660
-0.42;-1.00;344768
-0.22;-1.00;344876
-0.22;-1.00;344983
-0.32;-1.00;345091
-0.22;-1.00;345198
-0.32;-1.00;345306
-0.32;-1.00;345413
0.36;-1.00;345521
-0.22;-1.00;345628
-0.22;-1.00;345736
-0.32;-1.00;345844
-0.03;14614300.00;345952
0.26;2764867.50;346059
0.56;2176597.75;346167
0.26;2764867.50;346275
0.36;874358.87;346383
0.65;1526864.37;346491
0.36;14614300.00;346599
0.56;1526864.37;346706
0.36;2764867.50;346815
0.56;1526864.37;346923
0.46;1794738.62;347031
0.36;2176597.75;347139
0.75;1328570.50;347246
0.26;2764867.50;347355
0.56;1526864.37;347462
0.46;3788892.50;347571
0.36;3788892.50;347678
0.75;1794738.62;347786
0.07;3788892.50;347894
0.56;1526864.37;348002
0.65;2176597.75;348110
0.46;1794738.62;348218
0.65;1526864.37;348325
0.36;2176597.75;348434
0.65;2176597.75;348541
0.56;2764867.50;348649
0.46;1526864.37;348758
-0.42;-1.00;348865
-0.42;-1.00;348973
-0.32;-1.00;349080
-0.32;-1.00;349189
-0.22;-1.00;349296
-0.42;-1.00;349404
-0.32;-1.00;349511
-0.32;-1.00;349619
-0.32;-1.00;349726
-0.32;-1.00;349834
-0.22;-1.00;349941
-0.32;-1.00;350049
-0.32;-1.00;350156
-0.22;-1.00;350265
-0.52;-1.00;350372
-0.32;-1.00;350480
-0.32;-1.00;350587
0.17;-1.00;350695
-0.52;-1.00;350802
-0.32;-1.00;350910
-0.32;2764867.50;351017
-0.32;-1.00;351126
-0.32;-1.00;351234
-0.22;-1.00;351341
-0.32;-1.00;351449
-0.32;-1.00;351556
-0.22;-1.00;351664
-0.32;-1.00;351771
-0.32;-1.00;351879
-0.32;-1.00;351986
-0.22;-1.00;352095
-0.22;-1.00;352202
-0.32;-1.00;352310
-0.71;-1.00;352417
-0.32;-1.00;352525
-0.32;-1.00;352632
-0.22;-1.00;352740
-0.32;3788892.50;352847
-0.32;-1.00;352956
-0.32;-1.00;353063
-0.32;-1.00;353171
-0.32;-1.00;353278
-0.32;-1.00;353386
-0.22;-1.00;353494
-0.71;-1.00;353601
-0.32;-1.00;353709
-0.22;-1.00;353817
-0.32;-1.00;353925
0.07;-1.00;354032
-0.32;-1.00;354140
-0.22;-1.00;354247
-0.52;-1.00;354355
-0.32;-1.00;354462
-0.32;-1.00;354570
-0.52;-1.00;354677
-0.52;-1.00;354785
-0.32;14614300.00;354892
-0.32;-1.00;355001
-0.32;-1.00;355108
-0.32;-1.00;355216
-0.42;-1.00;355323
-0.42;-1.00;355431
-0.32;-1.00;355538
-0.71;-1.00;355647
-0.32;-1.00;355755
0.26;-1.00;355862
-0.32;-1.00;355970
-0.13;-1.00;356077
-0.32;-1.00;356185
-0.32;-1.00;356292
-0.32;-1.00;356400
-0.22;-1.00;356507
-0.32;-1.00;356615
-0.32;-1.00;356723
0.36;-1.00;356831
-0.22;-1.00;356938
-0.22;-1.00;357046
-0.32;2176597.75;357153
-0.22;-1.00;357261
-0.22;-1.00;357368
-0.22;-1.00;357477
-0.32;14614300.00;357584
-0.22;-1.00;357692
-0.22;-1.00;357799
-0.32;-1.00;357907
-0.32;-1.00;358014
-0.32;-1.00;358122
-0.32;-1.00;358231
-0.22;-1.00;358338
-0.32;14614300.00;358446
-0.22;-1.00;358553
-0.22;-1.00;358661
-0.32;-1.00;358768
-0.32;-1.00;358877
-0.32;-1.00;358984
-0.22;-1.00;359092
-0.32;-1.00;359199
-0.32;-1.00;359307
-0.32;-1.00;359414
-0.22;-1.00;359522
-0.22;-1.00;359629
-0.32;-1.00;359737
-0.32;-1.00;359844
-0.32;-1.00;359953
0.26;-1.00;360060
-0.42;-1.00;360168
-0.32;-1.00;360275
-0.22;-1.00;360383
-0.32;-1.00;360491
-0.22;-1.00;360598
-0.32;-1.00;360706
-0.32;-1.00;360813
-0.22;-1.00;360921
-0.22;-1.00;361028
-0.22;-1.00;361137
-0.32;-1.00;361244
-0.32;-1.00;361352
-0.32;-1.00;361459
-0.22;-1.00;361567
-0.13;-1.00;361674
-0.32;-1.00;361782
-0.32;14614300.00;361889
-0.13;-1.00;361998
-0.71;-1.00;362105
-0.32;-1.00;362213
-0.32;-1.00;362320
-0.32;-1.00;362428
-0.32;-1.00;362535
-0.42;-1.00;362643
-0.32;-1.00;362750
-0.32;-1.00;362859
-0.32;-1.00;362967
-0.52;-1.00;363074
-0.22;-1.00;363182
-0.32;6017652.50;363289
-0.32;-1.00;363397
-0.32;-1.00;363504
0.17;-1.00;363613
-0.32;-1.00;363720
-0.22;-1.00;363828
-0.32;6017652.50;363935
-0.32;-1.00;364043
-0.32;-1.00;364150
-0.22;-1.00;364258
-0.32;-1.00;364366
-0.22;-1.00;364474
-0.22;-1.00;364581
