0.85;956074.62;22220
0.85;1328570.50;22328
0.75;1328570.50;22435
0.95;612575.00;22544
0.65;1526864.37;22651
0.75;1054638.87;22759
0.95;1175861.62;22867
0.65;1328570.50;22975
0.95;956074.62;23083
0.65;1526864.37;23191
1.53;1175861.62;23299
0.85;1175861.62;23406
0.65;1328570.50;23515
0.95;1054638.87;23622
0.75;1526864.37;23730
0.85;1175861.62;23838
0.85;1054638.87;23946
0.65;1328570.50;24053
0.95;1054638.87;24162
1.05;1526864.37;24269
0.85;1054638.87;24377
0.95;1175861.62;24485
0.75;1328570.50;24593
1.14;956074.62;24700
0.75;1175861.62;24809
0.85;1054638.87;24916
0.95;1175861.62;25024
0.75;1328570.50;25133
0.95;956074.62;25240
0.75;1328570.50;25348
0.85;1054638.87;25456
0.95;1054638.87;25564
0.65;1328570.50;25671
1.44;956074.62;25780
0.75;1526864.37;25887
1.05;1175861.62;25995
0.95;1054638.87;26103
0.65;1526864.37;26211
1.05;956074.62;26318
0.75;1328570.50;26427
0.95;1175861.62;26534
1.34;1054638.87;26642
0.75;1328570.50;26750
0.95;956074.62;26858
0.75;1175861.62;26966
0.95;1054638.87;27074
1.05;1054638.87;27182
0.75;1328570.50;27289
1.05;956074.62;27398
0.85;1328570.50;27505
0.95;1054638.87;27613
0.95;1054638.87;27721
0.85;1328570.50;27829
1.05;956074.62;27936
0.85;1328570.50;28045
0.85;1054638.87;28152
0.85;956074.62;28260
0.75;1328570.50;28368
1.05;1054638.87;28476
0.85;1526864.37;28583
0.46;1175861.62;28692
0.95;1054638.87;28800
0.75;1328570.50;28907
1.05;1054638.87;29016
0.85;1526864.37;29123
0.46;1175861.62;29231
1.05;956074.62;29339
0.75;1328570.50;29447
1.05;956074.62;29554
1.05;1175861.62;29663
0.85;1175861.62;29770
1.05;874358.87;29878
0.65;1328570.50;29986
1.05;874358.87;30094
0.85;1054638.87;30201
0.85;1175861.62;30310
1.05;1054638.87;30417
0.75;1794738.62;30525
1.05;956074.62;30633
0.95;1054638.87;30741
0.85;1175861.62;30849
1.05;956074.62;30957
0.75;1175861.62;31065
1.05;874358.87;31172
0.95;1054638.87;31281
0.85;956074.62;31388
1.05;956074.62;31496
0.75;1328570.50;31604
1.05;956074.62;31712
1.05;1175861.62;31819
0.85;1054638.87;31928
1.14;1054638.87;32035
0.75;1526864.37;32143
1.05;956074.62;32251
0.95;1054638.87;32359
0.85;1054638.87;32466
1.14;956074.62;32575
0.85;1526864.37;32683
0.85;651592.43;32790
1.05;1054638.87;32899
0.85;1054638.87;33006
1.14;874358.87;33114
0.75;1175861.62;33222
1.14;956074.62;33330
1.05;956074.62;33437
0.85;1054638.87;33546
1.14;956074.62;33653
0.46;1328570.50;33761
0.95;956074.62;33869
1.05;956074.62;33977
0.85;1054638.87;34084
1.14;874358.87;34192
0.95;1328570.50;34300
0.95;874358.87;34408
0.95;1054638.87;34515
0.85;1054638.87;34624
1.14;874358.87;34732
0.85;1328570.50;34839
1.05;956074.62;34948
1.05;1054638.87;35055
0.85;1175861.62;35163
1.14;874358.87;35271
0.85;1526864.37;35379
0.95;956074.62;35486
1.05;1175861.62;35595
0.85;1054638.87;35702
1.14;874358.87;35810
0.95;1175861.62;35918
0.95;956074.62;36026
1.14;956074.62;36133
0.75;1175861.62;36242
1.14;874358.87;36349
0.65;1175861.62;36457
0.95;956074.62;36566
1.05;651592.43;36673
0.95;1054638.87;36781
1.14;805511.81;36889
0.95;1175861.62;36997
0.95;874358.87;37104
