1.67;14646
1.72;14652
1.81;14658
1.71;14664
1.67;14669
1.80;14675
1.76;14682
1.66;14688
1.75;14694
1.82;14699
1.70;14705
1.71;14711
1.83;14717
1.78;14723
1.74;14729
1.87;14735
1.86;14741
1.73;14747
1.78;14752
1.85;14758
1.71;14765
1.66;14771
1.78;14776
1.72;14782
1.62;14788
1.72;14794
1.76;14800
1.63;14806
1.65;14812
1.78;14818
1.69;14824
1.62;14829
1.72;14835
1.65;14841
1.46;14848
1.52;14854
1.78;14859
2.00;14865
2.41;14871
2.84;14877
2.54;14883
1.96;14888
1.73;14895
1.65;14901
1.57;14907
1.65;14912
1.74;14918
1.62;14924
1.58;14930
1.71;14937
1.71;14942
1.61;14948
1.72;14954
1.80;14960
1.69;14965
1.72;14971
1.84;14978
1.77;14984
1.71;14990
1.84;14995
1.86;15001
1.74;15007
1.81;15013
1.92;15019
1.83;15025
1.80;15031
1.95;15037
1.93;15043
1.84;15048
1.95;15054
2.01;15060
1.91;15067
1.93;15073
2.05;15078
1.97;15084
1.90;15090
2.02;15096
2.01;15101
1.88;15108
1.94;15114
2.00;15120
1.87;15125
1.82;15131
1.91;15137
1.82;15143
1.69;15150
1.76;15155
1.76;15161
1.61;15167
1.63;15173
1.74;15179
1.62;15184
1.57;15191
1.70;15197
1.69;15203
1.58;15208
1.67;15214
1.75;15220
1.64;15226
1.64;15233
1.77;15238
1.72;15244
1.64;15250
1.76;15256
1.79;15261
1.67;15267
1.73;15273
1.82;15280
1.72;15286
1.68;15291
1.80;15297
1.78;15303
1.66;15309
1.75;15314
1.80;15321
1.68;15327
1.69;15333
1.79;15339
1.72;15344
1.66;15350
1.77;15356
1.77;15363
1.65;15369
1.72;15374
1.80;15380
1.70;15386
1.70;15392
1.79;15397
1.74;15404
1.64;15410
1.74;15416
1.79;15422
1.68;15427
1.72;15433
1.86;15439
1.79;15446
1.73;15451
1.85;15457
1.83;15463
1.70;15469
1.75;15475
1.81;15480
1.69;15486
1.67;15493
1.79;15499
1.74;15504
1.67;15510
1.77;15516
1.81;15522
1.71;15528
1.74;15534
1.85;15540
1.74;15546
1.65;15552
1.71;15557
1.62;15563
1.49;15569
1.76;15576
2.17;15582
2.51;15587
2.81;15593
2.67;15599
2.09;15605
1.67;15610
1.66;15617
1.73;15623
1.61;15629
1.63;15635
1.71;15640
1.61;15646
1.58;15652
1.73;15659
1.71;15665
1.61;15670
1.73;15676
1.80;15682
1.69;15688
1.72;15693
1.84;15699
1.78;15706
1.73;15712
1.85;15718
1.87;15723
1.77;15729
1.85;15735
1.94;15741
1.84;15747
1.83;15753
1.97;15759
1.95;15765
1.86;15771
1.97;15776
2.03;15782
1.91;15789
1.96;15795
2.07;15800
1.99;15806
1.92;15812
2.03;15818
2.02;15824
1.90;15830
1.95;15836
1.99;15842
1.84;15848
1.78;15853
1.86;15859
1.76;15865
1.62;15872
1.70;15878
1.69;15883
1.54;15889
1.56;15895
1.65;15901
1.56;15906
1.52;15912
1.66;15919
1.64;15925
1.53;15931
1.66;15936
1.71;15942
1.62;15948
1.64;15954
1.80;15961
1.72;15966
1.63;15972
1.76;15978
1.81;15984
1.66;15989
1.74;15995
1.84;16002
1.73;16008
1.69;16014
1.83;16019
1.78;16025
1.66;16031
1.75;16037
1.81;16043
1.68;16049
1.68;16055
1.79;16061
1.70;16067
1.62;16072
1.74;16078
1.73;16084
1.60;16091
1.67;16096
1.76;16102
1.66;16108
1.66;16114
1.85;16120
1.81;16125
1.73;16132
1.83;16138
1.87;16144
1.73;16149
1.74;16155
1.83;16161
1.74;16167
1.68;16174
1.81;16179
1.81;16185
1.70;16191
1.77;16197
1.86;16202
1.77;16208
1.78;16215
1.91;16221
1.84;16227
1.72;16232
1.78;16238
1.81;16244
1.86;16250
2.20;16256
2.65;16262
2.87;16268
2.65;16274
2.23;16280
1.82;16285
1.56;16291
1.64;16297
1.79;16304
1.75;16310
1.80;16315
1.94;16321
1.92;16327
1.84;16333
1.98;16338
1.99;16345
1.87;16351
1.93;16357
2.02;16363
1.93;16368
1.89;16374
1.99;16380
1.96;16387
1.88;16392
1.98;16398
2.01;16404
1.90;16410
1.92;16416
2.04;16421
1.98;16428
1.94;16434
2.07;16440
2.08;16445
1.98;16451
2.08;16457
2.17;16463
2.09;16470
2.05;16475
2.17;16481
2.12;16487
2.02;16493
2.13;16498
