1.77;1843790
1.85;1843812
2.12;1843832
2.72;1843854
3.27;1843874
3.17;1843896
2.84;1843916
1.16;1843938
0.74;1843958
0.86;1843980
1.02;1844001
1.16;1844022
1.31;1844043
1.24;1844064
1.17;1844085
1.14;1844106
1.22;1844127
1.38;1844148
1.70;1844169
2.03;1844190
2.18;1844211
2.12;1844232
2.02;1844253
1.97;1844274
1.94;1844295
1.91;1844316
1.90;1844337
1.89;1844359
1.87;1844379
1.85;1844401
1.84;1844421
1.83;1844443
1.83;1844463
1.82;1844485
1.81;1844505
1.80;1844527
1.81;1844547
1.80;1844569
1.81;1844589
1.80;1844611
1.80;1844631
1.80;1844653
1.81;1844674
1.80;1844695
1.80;1844716
1.81;1844737
1.81;1844758
1.80;1844779
1.80;1844800
1.81;1844820
1.80;1844842
1.80;1844862
1.79;1844884
1.80;1844904
1.80;1844926
1.81;1844946
1.80;1844968
1.80;1844988
1.80;1845010
1.83;1845031
1.91;1845052
1.82;1845073
1.74;1845094
1.74;1845115
1.73;1845136
2.01;1845157
2.94;1845178
1.49;1845199
1.56;1845220
1.62;1845241
1.67;1845262
1.71;1845283
1.74;1845305
1.78;1845325
1.82;1845347
1.87;1845367
1.93;1845389
2.00;1845409
2.06;1845431
2.09;1845451
1.98;1845473
1.74;1845493
1.60;1845515
1.58;1845535
1.61;1845557
1.66;1845577
1.70;1845599
1.73;1845620
1.79;1845641
1.94;1845662
2.46;1845683
3.02;1845704
2.90;1845725
3.05;1845746
1.69;1845767
0.85;1845788
0.87;1845809
1.01;1845830
1.15;1845851
1.23;1845872
1.28;1845893
1.32;1845914
1.40;1845936
1.35;1845956
1.43;1845978
1.70;1845998
1.99;1846020
2.11;1846040
2.02;1846062
1.95;1846082
1.88;1846104
1.86;1846124
1.87;1846146
1.85;1846166
1.84;1846188
1.84;1846208
1.86;1846230
1.83;1846251
1.84;1846272
1.83;1846293
1.82;1846313
1.81;1846335
1.81;1846355
1.81;1846377
1.81;1846397
1.81;1846419
1.81;1846439
1.82;1846461
1.81;1846481
1.80;1846503
1.80;1846524
1.80;1846545
1.81;1846566
1.80;1846587
1.79;1846608
1.81;1846629
1.81;1846650
1.79;1846671
1.78;1846692
1.79;1846713
1.81;1846734
1.81;1846755
1.79;1846776
1.79;1846797
1.79;1846818
1.79;1846840
1.80;1846860
1.84;1846882
1.92;1846902
1.82;1846924
1.74;1846944
1.73;1846966
1.74;1846986
2.04;1847008
2.86;1847028
1.47;1847050
1.56;1847070
1.61;1847092
1.66;1847113
1.71;1847134
1.74;1847155
1.77;1847176
1.81;1847197
1.86;1847218
1.94;1847239
2.02;1847260
2.05;1847281
2.07;1847302
2.00;1847323
1.75;1847344
1.63;1847365
1.59;1847386
1.62;1847407
1.66;1847429
1.73;1847449
1.85;1847471
2.30;1847491
2.97;1847513
3.03;1847533
3.11;1847555
1.79;1847575
0.85;1847597
0.84;1847617
0.97;1847639
1.12;1847659
1.22;1847681
1.30;1847701
1.37;1847723
1.49;1847744
1.42;1847764
1.51;1847786
1.76;1847806
1.99;1847828
2.04;1847848
1.93;1847870
1.86;1847890
1.83;1847912
1.82;1847932
1.81;1847954
1.82;1847974
1.81;1847996
1.82;1848017
1.82;1848038
1.81;1848059
1.82;1848080
1.81;1848101
1.81;1848122
1.80;1848143
1.80;1848164
1.80;1848185
1.83;1848206
1.80;1848227
1.80;1848248
1.79;1848269
1.81;1848290
1.80;1848311
1.79;1848332
1.80;1848353
1.80;1848375
1.79;1848395
1.79;1848417
1.79;1848437
1.79;1848459
1.78;1848479
1.78;1848501
1.80;1848521
1.80;1848543
1.80;1848563
1.80;1848585
1.80;1848605
1.82;1848627
1.92;1848647
1.84;1848669
1.74;1848690
1.72;1848711
1.74;1848732
1.97;1848753
2.96;1848774
1.50;1848795
1.55;1848816
1.62;1848837
1.68;1848858
1.72;1848879
1.74;1848900
1.77;1848921
1.83;1848942
1.87;1848964
1.91;1848984
